listing_id,date
80905,2011-10-13
80905,2011-10-16
80905,2011-10-18
80905,2011-10-24
80905,2011-11-01
80905,2011-11-04
80905,2011-12-12
80905,2012-01-23
80905,2012-03-08
80905,2012-03-12
80905,2012-04-08
80905,2012-04-12
80905,2012-04-16
80905,2012-04-29
80905,2012-10-08
80905,2012-10-29
80905,2012-11-05
80905,2012-11-26
80905,2013-05-06
80905,2013-06-06
80905,2013-07-08
80905,2013-07-18
80905,2013-09-23
80905,2013-10-05
80905,2013-10-10
80905,2013-11-11
80905,2013-12-16
80905,2014-02-24
80905,2014-04-28
80905,2014-06-17
80905,2014-06-23
80905,2014-09-02
80905,2014-09-15
80905,2014-09-29
80905,2014-10-20
80905,2015-01-20
80905,2015-06-20
80905,2015-06-26
80905,2015-07-07
80905,2015-07-13
80905,2015-08-22
80905,2015-08-31
80905,2015-11-02
80905,2015-11-10
80905,2015-11-29
80905,2016-01-03
80905,2016-02-01
80905,2016-03-23
80905,2016-06-05
80905,2016-06-13
80905,2016-06-24
80905,2016-07-02
80905,2016-08-08
80905,2016-08-15
80905,2016-09-26
80905,2016-10-08
80905,2016-10-10
80905,2016-11-20
80905,2017-03-19
80905,2017-06-04
80905,2017-06-25
80905,2017-08-21
80905,2017-08-23
80905,2017-09-01
80905,2017-10-19
80905,2017-11-19
80905,2017-12-03
80905,2017-12-28
80905,2017-12-30
80905,2018-01-01
80905,2018-02-25
80905,2018-04-29
80905,2018-05-06
80905,2018-06-26
80905,2018-07-01
80905,2018-07-15
80905,2018-08-05
80905,2018-08-12
80905,2018-08-15
80905,2018-08-19
80905,2018-08-24
80905,2018-08-26
80905,2018-09-03
80905,2018-09-23
80905,2018-11-04
80905,2018-11-12
80905,2018-12-02
80905,2019-03-03
80905,2019-04-28
80905,2019-06-07
80905,2019-06-30
80905,2019-07-07
80905,2019-07-21
80905,2019-07-28
80905,2019-09-29
80905,2019-11-03
80905,2019-11-10
108061,2011-09-21
108061,2011-11-01
108061,2011-11-13
108061,2012-07-21
108061,2012-08-19
108061,2012-08-25
108061,2012-09-11
108061,2012-11-22
108061,2012-12-11
108061,2013-06-25
108061,2013-07-30
108061,2013-10-02
108061,2013-10-04
108061,2013-10-07
108061,2013-10-11
108061,2013-10-14
108061,2013-10-17
108061,2013-10-29
108061,2013-10-31
108061,2013-11-04
108061,2013-12-01
108061,2013-12-03
108061,2013-12-16
108061,2013-12-27
108061,2014-03-15
108061,2014-03-17
108061,2014-03-22
108061,2014-04-06
108061,2014-04-14
108061,2014-04-19
108061,2014-04-28
108061,2014-05-05
108061,2014-05-08
108061,2014-05-10
108061,2014-05-20
108061,2014-05-22
108061,2014-05-27
108061,2014-06-03
108061,2014-06-10
108061,2014-06-29
108061,2014-07-03
108061,2014-07-07
108061,2014-07-19
108061,2014-07-24
108061,2014-07-29
108061,2014-08-01
108061,2014-08-05
108061,2014-08-07
108061,2014-08-11
108061,2014-08-14
108061,2014-08-17
108061,2014-09-03
108061,2014-09-08
108061,2014-09-13
108061,2014-09-16
108061,2014-09-18
108061,2014-09-19
108061,2014-09-20
108061,2014-09-21
108061,2014-09-26
108061,2014-09-29
108061,2014-09-30
108061,2014-10-04
108061,2014-10-05
108061,2014-10-10
108061,2014-10-11
108061,2014-10-14
108061,2014-10-19
108061,2015-05-10
108061,2015-05-16
108061,2015-08-02
108061,2015-09-30
108061,2015-10-17
108061,2015-10-21
108061,2015-10-27
108061,2015-12-22
108061,2015-12-27
108061,2016-01-01
108061,2016-03-02
108061,2016-07-05
108061,2017-08-31
108061,2017-11-04
108061,2018-08-01
108061,2018-12-22
108061,2018-12-25
108061,2019-02-20
108061,2019-03-31
108061,2019-10-09
155305,2011-07-31
155305,2011-08-23
155305,2011-09-19
155305,2011-10-28
155305,2012-07-01
155305,2012-07-23
155305,2012-09-03
155305,2012-09-17
155305,2013-05-13
155305,2013-05-23
155305,2013-07-29
155305,2013-09-05
155305,2013-09-15
155305,2013-10-29
155305,2013-11-17
155305,2013-11-18
155305,2013-12-08
155305,2013-12-29
155305,2014-01-06
155305,2014-01-27
155305,2014-02-18
155305,2014-03-03
155305,2014-03-12
155305,2014-03-15
155305,2014-04-21
155305,2014-04-24
155305,2014-05-05
155305,2014-06-09
155305,2014-06-24
155305,2014-07-01
155305,2014-07-09
155305,2014-07-15
155305,2014-08-25
155305,2014-09-01
155305,2014-09-21
155305,2014-09-26
155305,2014-10-14
155305,2014-10-15
155305,2014-10-18
155305,2014-11-16
155305,2014-12-07
155305,2014-12-14
155305,2014-12-20
155305,2014-12-21
155305,2014-12-26
155305,2014-12-30
155305,2015-01-11
155305,2015-01-19
155305,2015-02-07
155305,2015-02-14
155305,2015-03-16
155305,2015-04-06
155305,2015-04-09
155305,2015-04-18
155305,2015-04-21
155305,2015-04-27
155305,2015-06-06
155305,2015-06-13
155305,2015-06-14
155305,2015-06-19
155305,2015-06-26
155305,2015-06-27
155305,2015-06-28
155305,2015-07-01
155305,2015-07-25
155305,2015-08-02
155305,2015-08-04
155305,2015-08-08
155305,2015-08-17
155305,2015-08-21
155305,2015-08-22
155305,2015-08-28
155305,2015-08-30
155305,2015-09-01
155305,2015-09-10
155305,2015-09-24
155305,2015-10-04
155305,2015-10-09
155305,2015-10-17
155305,2015-10-22
155305,2015-11-01
155305,2015-11-04
155305,2015-11-07
155305,2015-11-14
155305,2015-11-25
155305,2015-11-29
155305,2015-12-08
155305,2015-12-27
155305,2016-01-24
155305,2016-02-06
155305,2016-03-18
155305,2016-03-23
155305,2016-03-29
155305,2016-04-06
155305,2016-05-13
155305,2016-06-06
155305,2016-06-19
155305,2016-07-05
155305,2016-07-06
155305,2016-07-25
155305,2016-07-30
155305,2016-07-31
155305,2016-08-12
155305,2016-08-27
155305,2016-08-29
155305,2016-09-09
155305,2016-09-12
155305,2016-10-03
155305,2016-10-05
155305,2016-10-16
155305,2016-10-25
155305,2016-11-10
155305,2016-11-19
155305,2016-11-27
155305,2017-01-05
155305,2017-01-28
155305,2017-01-29
155305,2017-02-19
155305,2017-03-13
155305,2017-04-10
155305,2017-04-16
155305,2017-04-22
155305,2017-06-10
155305,2017-06-11
155305,2017-06-15
155305,2017-06-19
155305,2017-06-25
155305,2017-07-04
155305,2017-07-10
155305,2017-07-20
155305,2017-07-22
155305,2017-07-23
155305,2017-07-27
155305,2017-07-30
155305,2017-08-03
155305,2017-08-12
155305,2017-08-21
155305,2017-08-22
155305,2017-08-25
155305,2017-09-02
155305,2017-09-03
155305,2017-09-04
155305,2017-09-10
155305,2017-09-16
155305,2017-09-25
155305,2017-10-07
155305,2017-10-29
155305,2017-11-16
155305,2017-11-24
155305,2017-11-25
155305,2017-12-11
155305,2017-12-17
155305,2018-02-17
155305,2018-02-18
155305,2018-03-11
155305,2018-03-17
155305,2018-03-22
155305,2018-04-08
155305,2018-04-21
155305,2018-05-04
155305,2018-05-20
155305,2018-05-27
155305,2018-06-03
155305,2018-06-14
155305,2018-07-04
155305,2018-07-06
155305,2018-07-08
155305,2018-07-14
155305,2018-07-16
155305,2018-07-21
155305,2018-08-10
155305,2018-08-12
155305,2018-08-18
155305,2018-08-26
155305,2018-09-02
155305,2018-09-22
155305,2018-09-23
155305,2018-10-02
155305,2018-10-06
155305,2018-10-08
155305,2018-10-20
155305,2018-11-17
155305,2018-11-18
155305,2018-11-23
155305,2018-11-25
155305,2018-12-02
155305,2018-12-16
155305,2018-12-23
155305,2018-12-24
155305,2018-12-28
155305,2018-12-30
155305,2019-01-13
155305,2019-01-20
155305,2019-01-27
155305,2019-02-10
155305,2019-03-03
155305,2019-03-10
155305,2019-03-16
155305,2019-04-27
155305,2019-04-28
155305,2019-05-05
155305,2019-05-17
155305,2019-05-19
155305,2019-06-01
155305,2019-06-07
155305,2019-06-09
155305,2019-06-16
155305,2019-06-23
155305,2019-06-28
155305,2019-07-07
155305,2019-07-21
155305,2019-07-28
155305,2019-08-03
155305,2019-08-10
155305,2019-08-16
155305,2019-08-31
155305,2019-09-02
155305,2019-09-12
155305,2019-09-21
155305,2019-09-30
155305,2019-10-11
155305,2019-10-14
155305,2019-10-23
155305,2019-10-27
155305,2019-11-01
155305,2019-11-09
155305,2019-11-18
156805,2011-09-20
156805,2013-04-21
156805,2013-12-03
156805,2014-04-21
156805,2014-04-28
156805,2014-07-26
156805,2014-09-01
156805,2014-10-12
156805,2015-01-04
156805,2015-05-03
156805,2015-05-15
156805,2015-05-17
156805,2015-05-22
156805,2015-05-25
156805,2015-06-28
156805,2015-07-02
156805,2015-07-11
156805,2015-08-04
156805,2015-08-09
156805,2015-09-22
156805,2015-10-11
156805,2015-11-28
156805,2015-11-29
156805,2015-12-06
156805,2016-03-26
156805,2016-05-07
156805,2016-05-22
156805,2016-06-18
156805,2016-08-14
156805,2016-08-29
156805,2016-10-21
156805,2016-12-18
156805,2017-02-19
156805,2017-03-10
156805,2017-05-22
156805,2017-10-16
156805,2017-11-19
156805,2017-11-26
156805,2017-12-17
156805,2017-12-31
156805,2018-05-06
156805,2018-06-03
156805,2018-06-18
156805,2018-08-25
156805,2018-09-03
156805,2018-09-08
156805,2018-10-06
156805,2018-10-25
156805,2018-11-18
156805,2018-12-23
156805,2019-01-11
156805,2019-03-10
156805,2019-05-05
156805,2019-05-27
156805,2019-06-29
156805,2019-07-10
156805,2019-07-18
156805,2019-07-23
156805,2019-08-09
156805,2019-09-08
156805,2019-09-29
156805,2019-10-13
156805,2019-10-20
156805,2019-11-02
156926,2011-09-01
156926,2011-10-08
156926,2011-10-24
156926,2011-12-07
156926,2012-05-17
156926,2012-05-25
156926,2012-06-28
156926,2012-07-16
156926,2012-08-14
156926,2012-10-01
156926,2013-02-15
156926,2013-05-05
156926,2013-05-26
156926,2013-09-14
156926,2013-09-30
156926,2013-11-15
156926,2013-11-26
156926,2013-12-01
156926,2013-12-02
156926,2013-12-07
156926,2013-12-21
156926,2013-12-23
156926,2013-12-29
156926,2014-01-21
156926,2014-02-01
156926,2014-02-02
156926,2014-03-08
156926,2014-03-15
156926,2014-03-20
156926,2014-03-21
156926,2014-03-25
156926,2014-04-02
156926,2014-04-21
156926,2014-05-05
156926,2014-05-11
156926,2014-05-25
156926,2014-05-29
156926,2014-06-13
156926,2014-06-17
156926,2014-06-25
156926,2014-06-28
156926,2014-06-30
156926,2014-07-07
156926,2014-07-14
156926,2014-07-15
156926,2014-07-31
156926,2014-08-01
156926,2014-08-14
156926,2014-08-25
156926,2014-08-26
156926,2014-09-05
156926,2014-09-16
156926,2014-09-23
156926,2014-09-27
156926,2014-09-29
156926,2014-10-06
156926,2014-10-18
156926,2014-11-01
156926,2014-11-09
156926,2014-11-19
156926,2014-11-23
156926,2014-11-30
156926,2014-12-08
156926,2014-12-14
156926,2014-12-20
156926,2014-12-21
156926,2014-12-25
156926,2014-12-27
156926,2015-01-04
156926,2015-01-16
156926,2015-02-08
156926,2015-02-16
156926,2015-02-23
156926,2015-04-06
156926,2015-04-13
156926,2015-05-21
156926,2015-05-28
156926,2015-06-06
156926,2015-06-07
156926,2015-06-09
156926,2015-06-15
156926,2015-06-23
156926,2015-07-03
156926,2015-07-04
156926,2015-07-06
156926,2015-07-21
156926,2015-08-04
156926,2015-08-08
156926,2015-08-10
156926,2015-08-16
156926,2015-09-04
156926,2015-09-17
156926,2015-09-21
156926,2015-09-21
156926,2015-09-28
156926,2015-10-01
156926,2015-10-18
156926,2015-10-22
156926,2015-10-25
156926,2015-10-30
156926,2015-11-08
156926,2015-11-19
156926,2015-11-25
156926,2015-11-28
156926,2015-12-30
156926,2016-01-03
156926,2016-01-08
156926,2016-01-18
156926,2016-02-02
156926,2016-03-02
156926,2016-03-09
156926,2016-03-17
156926,2016-03-26
156926,2016-04-07
156926,2016-04-19
156926,2016-04-24
156926,2016-05-15
156926,2016-06-04
156926,2016-06-22
156926,2016-07-02
156926,2016-07-22
156926,2016-08-01
156926,2016-08-22
156926,2016-09-04
156926,2016-09-10
156926,2016-09-15
156926,2016-09-23
156926,2016-09-25
156926,2016-10-05
156926,2016-10-10
156926,2016-10-15
156926,2016-10-16
156926,2016-10-28
156926,2016-10-29
156926,2016-11-13
156926,2016-12-11
156926,2016-12-23
156926,2016-12-28
156926,2017-01-24
156926,2017-02-20
156926,2017-03-03
156926,2017-03-20
156926,2017-04-10
156926,2017-04-19
156926,2017-04-22
156926,2017-04-26
156926,2017-04-30
156926,2017-05-21
156926,2017-06-12
156926,2017-06-17
156926,2017-06-18
156926,2017-07-03
156926,2017-07-22
156926,2017-07-23
156926,2017-08-17
156926,2017-08-24
156926,2017-09-24
156926,2017-09-27
156926,2017-10-07
156926,2017-10-19
156926,2017-10-22
156926,2017-11-11
156926,2017-11-12
156926,2017-11-25
156926,2017-12-16
156926,2018-02-06
156926,2018-02-10
156926,2018-02-15
156926,2018-04-01
156926,2018-04-12
156926,2018-04-22
156926,2018-05-15
156926,2018-05-19
156926,2018-06-03
156926,2018-06-10
156926,2018-06-15
156926,2018-06-18
156926,2018-06-19
156926,2018-06-27
156926,2018-06-29
156926,2018-07-01
156926,2018-07-02
156926,2018-07-08
156926,2018-07-22
156926,2018-07-25
156926,2018-07-28
156926,2018-07-29
156926,2018-08-01
156926,2018-08-03
156926,2018-08-05
156926,2018-09-05
156926,2018-09-09
156926,2018-09-10
156926,2018-10-07
156926,2018-10-12
156926,2018-10-13
156926,2018-10-17
156926,2018-10-17
156926,2018-10-21
156926,2018-10-27
156926,2018-10-30
156926,2018-11-12
156926,2018-11-13
156926,2018-11-18
156926,2018-11-21
156926,2018-11-25
156926,2018-11-27
156926,2018-11-28
156926,2018-12-05
156926,2018-12-09
156926,2018-12-16
156926,2018-12-23
156926,2018-12-29
156926,2019-01-12
156926,2019-01-22
156926,2019-01-25
156926,2019-01-28
156926,2019-02-05
156926,2019-02-12
156926,2019-02-24
156926,2019-02-27
156926,2019-03-01
156926,2019-03-23
156926,2019-03-29
156926,2019-03-30
156926,2019-03-31
156926,2019-04-05
156926,2019-04-06
156926,2019-04-12
156926,2019-04-19
156926,2019-04-21
156926,2019-04-29
156926,2019-05-07
156926,2019-05-17
156926,2019-05-29
156926,2019-06-04
156926,2019-06-10
156926,2019-06-11
156926,2019-06-16
156926,2019-06-19
156926,2019-06-23
156926,2019-06-26
156926,2019-06-27
156926,2019-07-05
156926,2019-07-07
156926,2019-07-14
156926,2019-07-15
156926,2019-07-20
156926,2019-07-23
156926,2019-07-27
156926,2019-07-28
156926,2019-08-05
156926,2019-08-14
156926,2019-08-19
156926,2019-08-24
156926,2019-08-30
156926,2019-08-31
156926,2019-09-02
156926,2019-09-03
156926,2019-09-07
156926,2019-09-08
156926,2019-09-11
156926,2019-09-13
156926,2019-09-19
156926,2019-09-25
156926,2019-09-26
156926,2019-09-29
156926,2019-09-30
156926,2019-10-03
156926,2019-10-08
156926,2019-10-09
156926,2019-10-14
156926,2019-10-19
156926,2019-10-21
156926,2019-10-22
156926,2019-10-24
156926,2019-10-24
156926,2019-10-25
156926,2019-10-29
156926,2019-11-05
156926,2019-11-11
156926,2019-11-16
156926,2019-11-17
156926,2019-11-22
160594,2011-08-07
160594,2011-08-08
160594,2011-08-15
160594,2011-08-29
160594,2011-08-30
160594,2011-09-16
160594,2011-10-01
160594,2011-10-03
160594,2011-10-10
160594,2011-10-11
160594,2011-10-16
160594,2011-10-17
160594,2011-10-19
160594,2011-10-24
160594,2011-10-27
160594,2012-03-04
160594,2012-04-02
160594,2012-04-08
160594,2012-04-16
160594,2012-04-23
160594,2012-05-15
160594,2012-05-23
160594,2012-06-14
160594,2012-06-25
160594,2012-07-10
160594,2012-07-24
160594,2012-07-28
160594,2012-08-26
160594,2012-09-04
160594,2012-09-11
160594,2012-09-17
160594,2012-10-03
160594,2012-10-10
160594,2012-10-15
160594,2012-10-20
160594,2012-10-22
160594,2012-10-29
160594,2012-10-30
160594,2013-10-15
160594,2013-11-11
160594,2013-12-01
160594,2014-05-19
160594,2014-05-20
160594,2014-07-07
160594,2014-08-03
160594,2014-09-02
160594,2014-09-21
160594,2014-10-14
160594,2014-10-21
160594,2015-01-19
160594,2015-02-09
160594,2015-05-26
160594,2015-05-28
160594,2015-06-03
160594,2015-06-03
160594,2015-06-03
160594,2015-06-05
160594,2015-10-19
189916,2011-09-05
189916,2011-09-27
189916,2011-10-10
189916,2011-10-19
189916,2011-10-24
189916,2011-10-28
189916,2011-11-01
189916,2011-11-14
189916,2011-12-01
189916,2011-12-13
189916,2012-01-03
189916,2012-01-23
189916,2012-02-13
189916,2012-03-13
189916,2012-04-18
189916,2012-04-21
189916,2012-05-12
189916,2012-05-20
189916,2012-05-29
189916,2012-05-31
189916,2012-06-16
189916,2012-06-18
189916,2012-06-25
189916,2012-07-23
189916,2012-07-31
189916,2012-08-05
189916,2012-08-06
189916,2012-08-13
189916,2012-08-30
189916,2012-09-04
189916,2012-09-10
189916,2012-09-22
189916,2012-09-24
189916,2012-09-29
189916,2012-10-01
189916,2012-10-14
189916,2012-10-16
189916,2012-10-22
189916,2012-10-25
189916,2012-10-29
189916,2012-11-03
189916,2012-11-12
189916,2012-11-19
189916,2012-11-21
189916,2012-11-26
189916,2012-12-30
189916,2013-02-19
189916,2013-04-02
189916,2013-04-09
189916,2013-04-23
189916,2013-04-29
189916,2013-05-19
189916,2013-05-28
189916,2013-06-03
189916,2013-06-15
189916,2013-06-17
189916,2013-06-30
189916,2013-07-05
189916,2013-07-10
189916,2013-07-15
189916,2013-07-21
189916,2013-08-02
189916,2013-08-05
189916,2013-08-13
189916,2013-08-20
189916,2013-09-03
189916,2013-09-23
189916,2013-10-06
189916,2013-10-12
189916,2013-10-25
189916,2013-10-30
189916,2013-11-04
189916,2013-11-11
189916,2013-11-24
189916,2013-12-09
189916,2013-12-16
189916,2013-12-24
189916,2013-12-30
189916,2014-01-02
189916,2014-01-21
189916,2014-02-17
189916,2014-03-18
189916,2014-03-28
189916,2014-04-06
189916,2014-04-21
189916,2014-04-29
189916,2014-05-19
189916,2014-05-27
189916,2014-06-02
189916,2014-06-09
189916,2014-06-24
189916,2014-06-30
189916,2014-07-14
189916,2014-07-21
189916,2014-08-04
189916,2014-08-11
189916,2014-08-19
189916,2014-08-31
189916,2014-09-07
189916,2014-09-14
189916,2014-09-17
189916,2014-09-21
189916,2014-09-30
189916,2014-10-05
189916,2014-10-12
189916,2014-10-14
189916,2014-10-16
189916,2014-10-19
189916,2014-10-24
189916,2014-10-26
189916,2014-11-02
189916,2014-11-16
189916,2014-11-23
189916,2014-12-09
189916,2014-12-14
189916,2014-12-30
189916,2015-01-01
189916,2015-02-16
189916,2015-03-08
189916,2015-03-15
189916,2015-03-22
189916,2015-03-27
189916,2015-04-11
189916,2015-04-20
189916,2015-04-26
189916,2015-05-03
189916,2015-05-08
189916,2015-05-10
189916,2015-05-19
189916,2015-05-25
189916,2015-05-31
189916,2015-06-07
189916,2015-06-14
189916,2015-06-22
189916,2015-06-28
189916,2015-07-04
189916,2015-07-12
189916,2015-07-20
189916,2015-07-21
189916,2015-07-30
189916,2015-08-03
189916,2015-08-10
189916,2015-08-16
209068,2011-09-19
209068,2012-01-03
209068,2012-02-20
209068,2012-03-06
209068,2012-04-24
209068,2012-05-23
209068,2012-06-17
209068,2012-06-26
209068,2012-06-29
209068,2012-07-04
209068,2012-07-24
209068,2012-07-28
209068,2012-07-31
209068,2012-08-03
209068,2012-08-06
209068,2012-08-24
209068,2012-09-16
209068,2012-10-27
209068,2012-10-29
209068,2013-01-21
209068,2013-03-11
209068,2013-03-18
209068,2013-09-10
209068,2014-02-17
209068,2014-04-28
209068,2014-05-17
209068,2014-05-31
209068,2014-06-23
209068,2014-08-11
209068,2014-09-08
209068,2014-11-17
209068,2015-02-11
209068,2015-02-15
209068,2015-05-04
209068,2015-05-31
209068,2016-03-20
209068,2016-03-26
209068,2016-04-10
209068,2016-04-18
209068,2016-05-29
209068,2016-06-27
209068,2016-07-03
209068,2016-07-15
209068,2016-07-18
209068,2016-09-03
209068,2016-09-12
209068,2016-10-03
209068,2016-11-04
209068,2016-11-13
209068,2017-03-05
209068,2018-06-15
209068,2018-08-02
209068,2018-10-31
213006,2012-05-29
213006,2012-07-11
213006,2012-08-16
213006,2012-09-04
213006,2012-09-23
213006,2012-10-18
213006,2013-04-15
213006,2013-05-08
213006,2013-09-23
213006,2013-10-26
213006,2013-12-22
213006,2014-03-17
213006,2014-04-08
213006,2014-04-14
213006,2014-04-21
213006,2014-05-01
213006,2014-06-07
213006,2014-07-06
213006,2014-07-15
213006,2014-07-27
213006,2014-08-02
213006,2014-09-30
213006,2014-10-21
213006,2014-10-26
213006,2014-10-28
213006,2015-01-02
213006,2015-01-20
213006,2015-02-10
213006,2015-04-11
213006,2015-04-21
213006,2015-04-28
213006,2015-05-12
213006,2015-05-25
213006,2015-06-02
213006,2015-06-09
213006,2015-06-13
213006,2015-06-22
213006,2015-07-03
213006,2015-07-20
213006,2015-07-27
213006,2015-08-07
213006,2015-08-16
213006,2015-09-08
213006,2015-10-13
213006,2015-10-18
213006,2015-10-20
213006,2015-12-14
213006,2016-01-02
213006,2016-01-08
213006,2016-02-15
213006,2016-04-10
213006,2016-04-17
213006,2016-05-23
213006,2016-05-30
213006,2016-06-05
213006,2016-07-05
213006,2016-07-22
213006,2016-08-06
213006,2016-08-22
213006,2016-08-29
213006,2016-09-25
213006,2016-10-02
213006,2016-10-08
213006,2016-10-16
213006,2016-10-23
213006,2016-10-30
213006,2016-11-06
213006,2016-12-30
213006,2017-01-01
213006,2017-02-26
213006,2017-03-19
213006,2017-04-02
213006,2017-04-09
213006,2017-04-13
213006,2017-04-25
213006,2017-05-01
213006,2017-05-08
213006,2017-05-14
213006,2017-05-21
213006,2017-06-11
213006,2017-07-01
213006,2017-07-04
213006,2017-07-09
213006,2017-07-16
213006,2017-07-30
213006,2017-08-05
213006,2017-08-13
213006,2017-08-22
213006,2017-08-28
213006,2017-09-18
213006,2017-09-24
213006,2017-10-07
213006,2017-10-10
213006,2017-10-15
213006,2017-10-29
213006,2017-11-05
213006,2017-11-12
213006,2017-11-19
213006,2017-12-30
213006,2018-01-14
213006,2018-05-05
213006,2018-05-15
213006,2018-05-28
213006,2018-06-10
213006,2018-06-16
213006,2018-07-15
213006,2018-07-24
213006,2018-07-30
213006,2018-08-06
213006,2018-08-16
213006,2018-09-03
213006,2018-09-23
213006,2018-09-30
213006,2018-10-21
213006,2018-10-28
213006,2018-11-11
213006,2018-12-30
213006,2019-02-17
213006,2019-03-17
213006,2019-03-24
213006,2019-04-19
213006,2019-05-05
213006,2019-05-18
213006,2019-06-09
213006,2019-06-23
213006,2019-07-06
213006,2019-07-23
213006,2019-08-04
213006,2019-08-19
213006,2019-09-02
213006,2019-09-30
213006,2019-10-07
213006,2019-10-15
213006,2019-10-23
213006,2019-10-27
213006,2019-11-09
246315,2011-11-28
246315,2012-04-06
246315,2012-05-29
246315,2012-06-11
246315,2012-07-05
246315,2012-07-09
246315,2012-07-23
246315,2012-08-18
246315,2012-09-24
246315,2012-10-01
246315,2012-11-15
246315,2012-12-26
246315,2012-12-29
246315,2013-01-02
246315,2013-03-01
246315,2013-03-11
246315,2013-03-18
246315,2013-03-25
246315,2013-04-15
246315,2013-04-21
246315,2013-04-30
246315,2013-05-13
246315,2013-06-18
246315,2013-06-24
246315,2013-07-05
246315,2013-07-09
246315,2013-07-22
246315,2013-07-30
246315,2013-08-10
246315,2013-08-13
246315,2013-08-19
246315,2013-08-22
246315,2013-08-27
246315,2013-09-03
246315,2013-09-14
246315,2013-10-07
246315,2013-10-20
246315,2013-10-22
246315,2013-11-10
246315,2013-12-16
246315,2013-12-24
246315,2014-03-16
246315,2015-08-31
246315,2016-05-22
246315,2016-05-30
246315,2016-10-10
246315,2016-11-04
246315,2017-10-31
246315,2017-12-31
246315,2018-08-22
246315,2018-09-03
246315,2018-10-08
246315,2018-10-21
246315,2018-10-27
246315,2019-07-05
246315,2019-09-26
246315,2019-10-30
259576,2011-12-05
259576,2011-12-26
259576,2011-12-29
259576,2012-03-05
259576,2012-03-17
259576,2012-03-27
259576,2012-03-29
259576,2012-04-01
259576,2012-04-08
259576,2012-04-16
259576,2012-04-22
259576,2012-04-26
259576,2012-04-30
259576,2012-05-07
259576,2012-05-19
259576,2012-05-20
259576,2012-05-22
259576,2012-05-29
259576,2012-06-09
259576,2012-06-14
259576,2012-06-17
259576,2012-06-24
259576,2012-06-28
259576,2012-06-30
259576,2012-07-16
259576,2012-07-19
259576,2012-07-22
259576,2012-07-30
259576,2012-08-02
259576,2012-08-06
259576,2012-08-13
259576,2012-09-14
259576,2012-09-22
259576,2012-09-29
259576,2012-10-01
259576,2012-11-05
259576,2012-11-15
259576,2012-11-18
259576,2012-11-22
259576,2012-11-26
259576,2012-12-01
259576,2012-12-14
259576,2012-12-28
259576,2012-12-31
259576,2013-01-02
259576,2013-01-07
259576,2013-01-14
259576,2013-01-18
259576,2013-01-22
